1,2019-01-01,9351,18:09,07:56
2,2019-01-02,9351,17:57,07:39
3,2019-01-03,9351,17:46,07:51
4,2019-01-04,9351,18:40,07:46
5,2019-01-05,9351,16:29,01:11
6,2019-01-06,9351,17:31,07:52
0,2019-01-07,9351,18:26,07:59
1,2019-01-08,9351,17:37,07:58
2,2019-01-09,9351,18:22,07:53
3,2019-01-10,9351,17:49,07:53
4,2019-01-11,9351,18:58,07:57
5,2019-01-12,9351,21:18,07:51
6,2019-01-13,9351,21:22,null
0,2019-01-14,9351,19:20,07:49
1,2019-01-15,9351,17:47,07:57
2,2019-01-16,9351,18:21,07:41
3,2019-01-17,9351,18:12,07:46
4,2019-01-18,9351,18:45,07:50
5,2019-01-19,9351,16:52,00:40
6,2019-01-20,9351,19:46,null
0,2019-01-21,9351,18:25,07:50
1,2019-01-22,9351,17:11,07:51
2,2019-01-23,9351,18:48,07:51
3,2019-01-24,9351,18:40,07:47
4,2019-01-25,9351,18:26,07:51
5,2019-01-26,9351,17:40,07:59
6,2019-01-27,9351,20:43,null
0,2019-01-28,9351,19:34,07:39
1,2019-01-29,9351,17:22,07:42
2,2019-01-30,9351,18:19,07:43
3,2019-01-31,9351,18:18,07:32
4,2019-02-01,9351,18:48,07:44
6,2019-02-03,9351,20:30,07:47
0,2019-02-04,9351,18:52,null
1,2019-02-05,9351,17:43,07:29
2,2019-02-06,9351,17:34,07:44
3,2019-02-07,9351,18:07,07:45
4,2019-02-08,9351,18:01,07:31
5,2019-02-09,9351,21:07,null
6,2019-02-10,9351,21:34,00:19
0,2019-02-11,9351,16:54,null
1,2019-02-12,9351,17:15,null
3,2019-02-14,9351,22:31,null
4,2019-02-15,9351,17:53,07:22
5,2019-02-16,9351,18:57,00:00
6,2019-02-17,9351,20:13,07:19
0,2019-02-18,9351,18:43,07:16
1,2019-02-19,9351,17:56,07:12
2,2019-02-20,9351,17:39,07:15
3,2019-02-21,9351,17:57,07:17
4,2019-02-22,9351,18:24,07:10
5,2019-02-23,9351,22:01,null
6,2019-02-24,9351,19:19,00:22
0,2019-02-25,9351,17:59,07:06
1,2019-02-26,9351,17:41,07:16
2,2019-02-27,9351,18:09,07:09
3,2019-02-28,9351,17:43,07:09
