1,2019-01-01,5037,18:31,00:28
2,2019-01-02,5037,19:06,07:59
3,2019-01-03,5037,19:06,07:51
4,2019-01-04,5037,19:33,07:50
5,2019-01-05,5037,21:46,07:57
6,2019-01-06,5037,null,07:55
0,2019-01-07,5037,18:04,07:48
1,2019-01-08,5037,19:19,07:53
2,2019-01-09,5037,18:55,null
3,2019-01-10,5037,19:36,07:52
4,2019-01-11,5037,19:31,null
5,2019-01-12,5037,20:00,07:50
6,2019-01-13,5037,18:13,07:59
0,2019-01-14,5037,16:19,07:56
1,2019-01-15,5037,20:27,null
2,2019-01-16,5037,17:08,07:58
3,2019-01-17,5037,19:46,07:44
4,2019-01-18,5037,19:54,01:45
5,2019-01-19,5037,21:50,07:50
6,2019-01-20,5037,null,00:14
0,2019-01-21,5037,18:41,07:50
1,2019-01-22,5037,18:40,00:55
2,2019-01-23,5037,18:48,07:48
3,2019-01-24,5037,19:51,07:52
4,2019-01-25,5037,19:30,07:46
5,2019-01-26,5037,19:40,07:46
6,2019-01-27,5037,18:49,07:39
0,2019-01-28,5037,18:21,07:57
1,2019-01-29,5037,19:22,null
2,2019-01-30,5037,18:48,07:43
3,2019-01-31,5037,18:45,07:46
4,2019-02-01,5037,18:22,07:42
5,2019-02-02,5037,22:09,02:11
6,2019-02-03,5037,17:48,00:17
0,2019-02-04,5037,18:20,07:33
1,2019-02-05,5037,18:48,00:56
2,2019-02-06,5037,18:48,07:25
3,2019-02-07,5037,18:36,00:45
4,2019-02-08,5037,19:06,00:41
5,2019-02-09,5037,18:44,01:03
6,2019-02-10,5037,19:06,01:16
0,2019-02-11,5037,19:01,07:36
1,2019-02-12,5037,18:33,00:53
2,2019-02-13,5037,19:23,07:26
3,2019-02-14,5037,18:55,07:28
4,2019-02-15,5037,18:51,07:20
5,2019-02-16,5037,19:33,07:18
6,2019-02-17,5037,20:22,07:25
0,2019-02-18,5037,18:30,07:20
1,2019-02-19,5037,19:17,07:23
2,2019-02-20,5037,19:18,07:26
3,2019-02-21,5037,18:54,00:08
4,2019-02-22,5037,19:36,00:42
5,2019-02-23,5037,null,07:20
6,2019-02-24,5037,20:04,07:03
0,2019-02-25,5037,18:48,01:10
1,2019-02-26,5037,18:25,07:16
2,2019-02-27,5037,19:06,07:04
3,2019-02-28,5037,20:11,null
