1,2019-01-01,990,17:37,07:57
2,2019-01-02,990,17:06,07:56
3,2019-01-03,990,16:46,07:52
4,2019-01-04,990,18:00,07:50
5,2019-01-05,990,18:20,07:56
6,2019-01-06,990,17:23,00:01
0,2019-01-07,990,17:42,07:52
1,2019-01-08,990,null,07:49
2,2019-01-09,990,17:30,07:56
3,2019-01-10,990,17:46,07:43
4,2019-01-11,990,18:04,07:58
5,2019-01-12,990,null,07:48
6,2019-01-13,990,19:45,null
0,2019-01-14,990,16:52,07:55
1,2019-01-15,990,17:49,07:55
2,2019-01-16,990,17:27,07:43
3,2019-01-17,990,17:02,07:54
4,2019-01-18,990,17:06,07:52
5,2019-01-19,990,19:40,07:53
6,2019-01-20,990,19:36,07:48
0,2019-01-21,990,18:15,07:48
1,2019-01-22,990,17:01,07:47
2,2019-01-23,990,17:32,07:51
3,2019-01-24,990,17:37,07:43
4,2019-01-25,990,16:58,07:49
5,2019-01-26,990,17:15,07:42
6,2019-01-27,990,22:35,07:46
0,2019-01-28,990,17:40,07:43
1,2019-01-29,990,17:37,07:43
2,2019-01-30,990,18:08,07:52
3,2019-01-31,990,17:25,07:45
4,2019-02-01,990,17:36,07:54
5,2019-02-02,990,16:35,07:38
6,2019-02-03,990,17:40,07:36
0,2019-02-04,990,18:02,07:37
1,2019-02-05,990,17:29,07:48
2,2019-02-06,990,17:09,07:37
3,2019-02-07,990,18:06,07:40
4,2019-02-08,990,17:51,07:37
5,2019-02-09,990,null,07:29
6,2019-02-10,990,18:58,07:25
0,2019-02-11,990,17:37,07:38
1,2019-02-12,990,16:58,07:33
2,2019-02-13,990,18:06,07:16
3,2019-02-14,990,17:46,07:35
4,2019-02-15,990,18:10,07:28
5,2019-02-16,990,21:02,07:25
6,2019-02-17,990,17:08,null
0,2019-02-18,990,18:28,07:21
1,2019-02-19,990,17:42,07:23
2,2019-02-20,990,19:00,07:19
3,2019-02-21,990,20:54,07:20
4,2019-02-22,990,18:24,07:13
5,2019-02-23,990,21:14,07:09
0,2019-02-25,990,18:09,07:13
1,2019-02-26,990,18:12,07:10
2,2019-02-27,990,17:24,07:02
3,2019-02-28,990,17:40,07:07
