1,2019-01-01,3440,17:55,null
2,2019-01-02,3440,18:50,07:49
3,2019-01-03,3440,18:17,null
4,2019-01-04,3440,18:19,07:56
5,2019-01-05,3440,19:49,00:00
6,2019-01-06,3440,20:29,null
0,2019-01-07,3440,18:39,07:59
1,2019-01-08,3440,18:55,07:58
2,2019-01-09,3440,18:13,null
3,2019-01-10,3440,18:48,null
4,2019-01-11,3440,18:38,07:55
5,2019-01-12,3440,17:33,null
6,2019-01-13,3440,22:50,null
0,2019-01-14,3440,19:14,null
1,2019-01-15,3440,18:32,07:52
2,2019-01-16,3440,18:43,07:41
3,2019-01-17,3440,18:53,07:46
4,2019-01-18,3440,18:57,07:51
5,2019-01-19,3440,18:49,07:52
6,2019-01-20,3440,22:30,null
0,2019-01-21,3440,19:23,07:56
2,2019-01-23,3440,17:58,07:53
3,2019-01-24,3440,18:31,07:44
4,2019-01-25,3440,17:56,07:53
5,2019-01-26,3440,20:08,null
6,2019-01-27,3440,17:10,null
0,2019-01-28,3440,19:13,07:48
1,2019-01-29,3440,18:29,07:40
2,2019-01-30,3440,17:39,null
3,2019-01-31,3440,18:35,null
4,2019-02-01,3440,19:18,07:45
5,2019-02-02,3440,18:49,07:50
0,2019-02-04,3440,18:57,null
1,2019-02-05,3440,18:37,null
2,2019-02-06,3440,18:29,07:38
3,2019-02-07,3440,18:00,null
4,2019-02-08,3440,18:32,null
5,2019-02-09,3440,20:21,null
6,2019-02-10,3440,17:25,null
0,2019-02-11,3440,19:14,null
1,2019-02-12,3440,18:47,07:31
2,2019-02-13,3440,18:24,null
3,2019-02-14,3440,18:21,null
4,2019-02-15,3440,18:43,null
5,2019-02-16,3440,17:04,null
6,2019-02-17,3440,22:16,07:31
0,2019-02-18,3440,18:36,null
1,2019-02-19,3440,18:57,null
2,2019-02-20,3440,17:51,07:34
3,2019-02-21,3440,19:02,null
4,2019-02-22,3440,18:57,null
5,2019-02-23,3440,18:35,null
6,2019-02-24,3440,19:48,null
0,2019-02-25,3440,18:51,null
1,2019-02-26,3440,18:59,null
2,2019-02-27,3440,19:00,null
3,2019-02-28,3440,18:26,null
