1,2019-01-01,1688,20:18,null
2,2019-01-02,1688,19:21,null
3,2019-01-03,1688,19:50,null
4,2019-01-04,1688,19:01,null
5,2019-01-05,1688,18:00,null
6,2019-01-06,1688,17:59,null
0,2019-01-07,1688,17:35,null
1,2019-01-08,1688,16:33,00:40
2,2019-01-09,1688,16:25,null
3,2019-01-10,1688,21:21,00:13
4,2019-01-11,1688,22:17,00:21
5,2019-01-12,1688,18:29,null
6,2019-01-13,1688,17:45,00:14
0,2019-01-14,1688,18:48,null
1,2019-01-15,1688,19:58,null
2,2019-01-16,1688,19:02,null
3,2019-01-17,1688,19:51,01:46
4,2019-01-18,1688,19:32,null
5,2019-01-19,1688,17:54,00:13
6,2019-01-20,1688,18:08,00:39
0,2019-01-21,1688,19:45,null
1,2019-01-22,1688,19:12,null
2,2019-01-23,1688,19:05,null
3,2019-01-24,1688,19:31,null
4,2019-01-25,1688,20:11,00:40
5,2019-01-26,1688,17:48,null
6,2019-01-27,1688,17:40,00:06
0,2019-01-28,1688,19:39,null
1,2019-01-29,1688,18:57,null
2,2019-01-30,1688,19:28,01:01
3,2019-01-31,1688,17:49,null
4,2019-02-01,1688,19:47,00:10
5,2019-02-02,1688,20:00,00:14
6,2019-02-03,1688,17:49,00:10
0,2019-02-04,1688,19:26,null
1,2019-02-05,1688,19:30,null
2,2019-02-06,1688,19:36,00:41
3,2019-02-07,1688,18:17,null
4,2019-02-08,1688,20:03,null
5,2019-02-09,1688,19:41,null
6,2019-02-10,1688,17:48,01:17
0,2019-02-11,1688,19:42,null
1,2019-02-12,1688,18:53,01:53
2,2019-02-13,1688,19:11,02:16
3,2019-02-14,1688,19:35,null
4,2019-02-15,1688,18:56,null
5,2019-02-16,1688,20:41,null
6,2019-02-17,1688,17:14,null
0,2019-02-18,1688,19:54,null
1,2019-02-19,1688,19:57,00:16
2,2019-02-20,1688,19:14,null
3,2019-02-21,1688,18:38,00:19
4,2019-02-22,1688,20:03,null
5,2019-02-23,1688,18:25,null
0,2019-02-25,1688,18:46,null
1,2019-02-26,1688,19:07,null
2,2019-02-27,1688,18:38,null
3,2019-02-28,1688,19:28,null
