07:43,17:04,1,2019-01-01,1688,20:18,null
07:43,17:05,2,2019-01-02,1688,19:21,null
07:43,17:06,3,2019-01-03,1688,19:50,null
07:43,17:07,4,2019-01-04,1688,19:01,null
07:43,17:07,5,2019-01-05,1688,18:00,null
07:43,17:08,6,2019-01-06,1688,17:59,null
07:43,17:09,0,2019-01-07,1688,17:35,null
07:43,17:10,1,2019-01-08,1688,16:33,00:40
07:43,17:11,2,2019-01-09,1688,16:25,null
07:43,17:12,3,2019-01-10,1688,21:21,00:13
07:42,17:13,4,2019-01-11,1688,22:17,00:21
07:42,17:14,5,2019-01-12,1688,18:29,null
07:42,17:16,6,2019-01-13,1688,17:45,00:14
07:42,17:17,0,2019-01-14,1688,18:48,null
07:41,17:18,1,2019-01-15,1688,19:58,null
07:41,17:19,2,2019-01-16,1688,19:02,null
07:40,17:20,3,2019-01-17,1688,19:51,01:46
07:40,17:21,4,2019-01-18,1688,19:32,null
07:39,17:22,5,2019-01-19,1688,17:54,00:13
07:39,17:23,6,2019-01-20,1688,18:08,00:39
07:38,17:25,0,2019-01-21,1688,19:45,null
07:37,17:26,1,2019-01-22,1688,19:12,null
07:37,17:27,2,2019-01-23,1688,19:05,null
07:36,17:28,3,2019-01-24,1688,19:31,null
07:35,17:29,4,2019-01-25,1688,20:11,00:40
07:35,17:31,5,2019-01-26,1688,17:48,null
07:34,17:32,6,2019-01-27,1688,17:40,00:06
07:33,17:33,0,2019-01-28,1688,19:39,null
07:32,17:34,1,2019-01-29,1688,18:57,null
07:31,17:35,2,2019-01-30,1688,19:28,01:01
07:30,17:37,3,2019-01-31,1688,17:49,null
07:29,17:38,4,2019-02-01,1688,19:47,00:10
07:28,17:39,5,2019-02-02,1688,20:00,00:14
07:28,17:40,6,2019-02-03,1688,17:49,00:10
07:26,17:42,0,2019-02-04,1688,19:26,null
07:25,17:43,1,2019-02-05,1688,19:30,null
07:24,17:44,2,2019-02-06,1688,19:36,00:41
07:23,17:45,3,2019-02-07,1688,18:17,null
07:22,17:46,4,2019-02-08,1688,20:03,null
07:21,17:48,5,2019-02-09,1688,19:41,null
07:20,17:49,6,2019-02-10,1688,17:48,01:17
07:19,17:50,0,2019-02-11,1688,19:42,null
07:17,17:51,1,2019-02-12,1688,18:53,01:53
07:16,17:53,2,2019-02-13,1688,19:11,02:16
07:15,17:54,3,2019-02-14,1688,19:35,null
07:14,17:55,4,2019-02-15,1688,18:56,null
07:12,17:56,5,2019-02-16,1688,20:41,null
07:11,17:57,6,2019-02-17,1688,17:14,null
07:10,17:58,0,2019-02-18,1688,19:54,null
07:08,18:00,1,2019-02-19,1688,19:57,00:16
07:07,18:01,2,2019-02-20,1688,19:14,null
07:06,18:02,3,2019-02-21,1688,18:38,00:19
07:04,18:03,4,2019-02-22,1688,20:03,null
07:03,18:04,5,2019-02-23,1688,18:25,null
07:00,18:07,0,2019-02-25,1688,18:46,null
06:58,18:08,1,2019-02-26,1688,19:07,null
06:57,18:09,2,2019-02-27,1688,18:38,null
06:55,18:10,3,2019-02-28,1688,19:28,null
