07:43,17:04,1,2019-01-01,9351,18:09,07:56
07:43,17:05,2,2019-01-02,9351,17:57,07:39
07:43,17:06,3,2019-01-03,9351,17:46,07:51
07:43,17:07,4,2019-01-04,9351,18:40,07:46
07:43,17:07,5,2019-01-05,9351,16:29,01:11
07:43,17:08,6,2019-01-06,9351,17:31,07:52
07:43,17:09,0,2019-01-07,9351,18:26,07:59
07:43,17:10,1,2019-01-08,9351,17:37,07:58
07:43,17:11,2,2019-01-09,9351,18:22,07:53
07:43,17:12,3,2019-01-10,9351,17:49,07:53
07:42,17:13,4,2019-01-11,9351,18:58,07:57
07:42,17:14,5,2019-01-12,9351,21:18,07:51
07:42,17:16,6,2019-01-13,9351,21:22,null
07:42,17:17,0,2019-01-14,9351,19:20,07:49
07:41,17:18,1,2019-01-15,9351,17:47,07:57
07:41,17:19,2,2019-01-16,9351,18:21,07:41
07:40,17:20,3,2019-01-17,9351,18:12,07:46
07:40,17:21,4,2019-01-18,9351,18:45,07:50
07:39,17:22,5,2019-01-19,9351,16:52,00:40
07:39,17:23,6,2019-01-20,9351,19:46,null
07:38,17:25,0,2019-01-21,9351,18:25,07:50
07:37,17:26,1,2019-01-22,9351,17:11,07:51
07:37,17:27,2,2019-01-23,9351,18:48,07:51
07:36,17:28,3,2019-01-24,9351,18:40,07:47
07:35,17:29,4,2019-01-25,9351,18:26,07:51
07:35,17:31,5,2019-01-26,9351,17:40,07:59
07:34,17:32,6,2019-01-27,9351,20:43,null
07:33,17:33,0,2019-01-28,9351,19:34,07:39
07:32,17:34,1,2019-01-29,9351,17:22,07:42
07:31,17:35,2,2019-01-30,9351,18:19,07:43
07:30,17:37,3,2019-01-31,9351,18:18,07:32
07:29,17:38,4,2019-02-01,9351,18:48,07:44
07:28,17:40,6,2019-02-03,9351,20:30,07:47
07:26,17:42,0,2019-02-04,9351,18:52,null
07:25,17:43,1,2019-02-05,9351,17:43,07:29
07:24,17:44,2,2019-02-06,9351,17:34,07:44
07:23,17:45,3,2019-02-07,9351,18:07,07:45
07:22,17:46,4,2019-02-08,9351,18:01,07:31
07:21,17:48,5,2019-02-09,9351,21:07,null
07:20,17:49,6,2019-02-10,9351,21:34,00:19
07:19,17:50,0,2019-02-11,9351,16:54,null
07:17,17:51,1,2019-02-12,9351,17:15,null
07:15,17:54,3,2019-02-14,9351,22:31,null
07:14,17:55,4,2019-02-15,9351,17:53,07:22
07:12,17:56,5,2019-02-16,9351,18:57,00:00
07:11,17:57,6,2019-02-17,9351,20:13,07:19
07:10,17:58,0,2019-02-18,9351,18:43,07:16
07:08,18:00,1,2019-02-19,9351,17:56,07:12
07:07,18:01,2,2019-02-20,9351,17:39,07:15
07:06,18:02,3,2019-02-21,9351,17:57,07:17
07:04,18:03,4,2019-02-22,9351,18:24,07:10
07:03,18:04,5,2019-02-23,9351,22:01,null
07:01,18:05,6,2019-02-24,9351,19:19,00:22
07:00,18:07,0,2019-02-25,9351,17:59,07:06
06:58,18:08,1,2019-02-26,9351,17:41,07:16
06:57,18:09,2,2019-02-27,9351,18:09,07:09
06:55,18:10,3,2019-02-28,9351,17:43,07:09
