2018-01-01,07:43,17:04
2018-01-02,07:43,17:05
2018-01-03,07:43,17:06
2018-01-04,07:43,17:07
2018-01-05,07:43,17:08
2018-01-06,07:43,17:09
2018-01-07,07:43,17:10
2018-01-08,07:43,17:11
2018-01-09,07:43,17:12
2018-01-10,07:43,17:13
2018-01-11,07:42,17:14
2018-01-12,07:42,17:15
2018-01-13,07:42,17:16
2018-01-14,07:41,17:17
2018-01-15,07:41,17:18
2018-01-16,07:41,17:19
2018-01-17,07:40,17:20
2018-01-18,07:40,17:21
2018-01-19,07:39,17:23
2018-01-20,07:39,17:24
2018-01-21,07:38,17:25
2018-01-22,07:37,17:26
2018-01-23,07:37,17:27
2018-01-24,07:36,17:28
2018-01-25,07:35,17:30
2018-01-26,07:34,17:31
2018-01-27,07:34,17:32
2018-01-28,07:33,17:33
2018-01-29,07:32,17:35
2018-01-30,07:31,17:36
2018-01-31,07:30,17:37
2018-02-01,07:29,17:38
2018-02-02,07:28,17:39
2018-02-03,07:27,17:41
2018-02-04,07:26,17:42
2018-02-05,07:25,17:43
2018-02-06,07:24,17:44
2018-02-07,07:23,17:46
2018-02-08,07:22,17:47
2018-02-09,07:21,17:48
2018-02-10,07:20,17:49
2018-02-11,07:18,17:50
2018-02-12,07:17,17:52
2018-02-13,07:16,17:53
2018-02-14,07:15,17:54
2018-02-15,07:13,17:55
2018-02-16,07:12,17:56
2018-02-17,07:11,17:58
2018-02-18,07:09,17:59
2018-02-19,07:08,18:00
2018-02-20,07:07,18:01
2018-02-21,07:05,18:02
2018-02-22,07:04,18:03
2018-02-23,07:02,18:05
2018-02-24,07:01,18:06
2018-02-25,07:00,18:07
2018-02-26,06:58,18:08
2018-02-27,06:57,18:09
2018-02-28,06:55,18:10
2018-03-01,06:54,18:11
2018-03-02,06:52,18:13
2018-03-03,06:51,18:14
2018-03-04,06:49,18:15
2018-03-05,06:47,18:16
2018-03-06,06:46,18:17
2018-03-07,06:44,18:18
2018-03-08,06:43,18:19
2018-03-09,06:41,18:20
2018-03-10,06:40,18:21
2018-03-11,06:38,18:22
2018-03-12,06:36,18:23
2018-03-13,06:35,18:25
2018-03-14,06:33,18:26
2018-03-15,06:31,18:27
2018-03-16,06:30,18:28
2018-03-17,06:28,18:29
2018-03-18,06:27,18:30
2018-03-19,06:25,18:31
2018-03-20,06:23,18:32
2018-03-21,06:22,18:33
2018-03-22,06:20,18:34
2018-03-23,06:18,18:35
2018-03-24,06:17,18:36
2018-03-25,06:15,18:37
2018-03-26,06:13,18:38
2018-03-27,06:12,18:39
2018-03-28,06:10,18:40
2018-03-29,06:08,18:41
2018-03-30,06:07,18:42
2018-03-31,06:05,18:43
2018-04-01,06:04,18:44
2018-04-02,06:02,18:46
2018-04-03,06:00,18:47
2018-04-04,05:59,18:48
2018-04-05,05:57,18:49
2018-04-06,05:56,18:50
2018-04-07,05:54,18:51
2018-04-08,05:52,18:52
2018-04-09,05:51,18:53
2018-04-10,05:49,18:54
2018-04-11,05:48,18:55
2018-04-12,05:46,18:56
2018-04-13,05:45,18:57
2018-04-14,05:43,18:58
2018-04-15,05:42,18:59
2018-04-16,05:40,19:00
2018-04-17,05:39,19:01
2018-04-18,05:37,19:02
2018-04-19,05:36,19:03
2018-04-20,05:34,19:04
2018-04-21,05:33,19:05
2018-04-22,05:31,19:06
2018-04-23,05:30,19:07
2018-04-24,05:28,19:08
2018-04-25,05:27,19:09
2018-04-26,05:26,19:10
2018-04-27,05:24,19:11
2018-04-28,05:23,19:12
2018-04-29,05:22,19:13
2018-04-30,05:20,19:14
2018-05-01,05:19,19:15
2018-05-02,05:18,19:17
2018-05-03,05:17,19:18
2018-05-04,05:15,19:19
2018-05-05,05:14,19:20
2018-05-06,05:13,19:21
2018-05-07,05:12,19:22
2018-05-08,05:11,19:23
2018-05-09,05:10,19:24
2018-05-10,05:09,19:25
2018-05-11,05:07,19:26
2018-05-12,05:06,19:27
2018-05-13,05:05,19:28
2018-05-14,05:04,19:29
2018-05-15,05:04,19:29
2018-05-16,05:03,19:30
2018-05-17,05:02,19:31
2018-05-18,05:01,19:32
2018-05-19,05:00,19:33
2018-05-20,04:59,19:34
2018-05-21,04:58,19:35
2018-05-22,04:58,19:36
2018-05-23,04:57,19:37
2018-05-24,04:56,19:38
2018-05-25,04:56,19:39
2018-05-26,04:55,19:39
2018-05-27,04:54,19:40
2018-05-28,04:54,19:41
2018-05-29,04:53,19:42
2018-05-30,04:53,19:43
2018-05-31,04:52,19:43
2018-06-01,04:52,19:44
2018-06-02,04:51,19:45
2018-06-03,04:51,19:45
2018-06-04,04:51,19:46
2018-06-05,04:50,19:47
2018-06-06,04:50,19:47
2018-06-07,04:50,19:48
2018-06-08,04:50,19:49
2018-06-09,04:49,19:49
2018-06-10,04:49,19:50
2018-06-11,04:49,19:50
2018-06-12,04:49,19:51
2018-06-13,04:49,19:51
2018-06-14,04:49,19:52
